,ts_name,run,forecast_type,error_metric,error,level
387,SA-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,4.277813177024728,5
388,TAS-Female-Remanded-ATSI,1,original,MASE,1.049006709446678,5
389,TAS-Female-Remanded-ATSI,1,adjusted,MASE,2.604729009630682,5
390,TAS-Female-Remanded-ATSI,1,original,SMAPE,37.915894330565706,5
391,TAS-Female-Remanded-ATSI,1,adjusted,SMAPE,152.2320728363438,5
392,TAS-Female-Remanded-Non-ATSI,1,original,MASE,3.043545150130436,5
393,TAS-Female-Remanded-Non-ATSI,1,adjusted,MASE,1.8586798774253734,5
394,TAS-Female-Remanded-Non-ATSI,1,original,SMAPE,89.39341258330131,5
395,TAS-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,44.87007280020592,5
396,TAS-Female-Sentenced-ATSI,1,original,MASE,1.4736052103462438,5
397,TAS-Female-Sentenced-ATSI,1,adjusted,MASE,1.644029842,5
398,TAS-Female-Sentenced-ATSI,1,original,SMAPE,50.49775592685313,5
399,TAS-Female-Sentenced-ATSI,1,adjusted,SMAPE,54.91833444094083,5
400,TAS-Female-Sentenced-Non-ATSI,1,original,MASE,1.776936853722643,5
401,TAS-Female-Sentenced-Non-ATSI,1,adjusted,MASE,1.780213704831933,5
402,TAS-Female-Sentenced-Non-ATSI,1,original,SMAPE,22.32758065087686,5
403,TAS-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,22.404525579746682,5
404,TAS-Male-Remanded-ATSI,1,original,MASE,3.777774334491355,5
405,TAS-Male-Remanded-ATSI,1,adjusted,MASE,2.660967012096774,5
406,TAS-Male-Remanded-ATSI,1,original,SMAPE,56.00268713208658,5
407,TAS-Male-Remanded-ATSI,1,adjusted,SMAPE,35.49344731007377,5
408,TAS-Male-Remanded-Non-ATSI,1,original,MASE,3.362623762376238,5
409,TAS-Male-Remanded-Non-ATSI,1,adjusted,MASE,2.870909686881188,5
410,TAS-Male-Remanded-Non-ATSI,1,original,SMAPE,28.704485021574932,5
411,TAS-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,23.89983344911509,5
412,TAS-Male-Sentenced-ATSI,1,original,MASE,1.1234528769391912,5
413,TAS-Male-Sentenced-ATSI,1,adjusted,MASE,2.573143704545455,5
414,TAS-Male-Sentenced-ATSI,1,original,SMAPE,7.7867371136706405,5
415,TAS-Male-Sentenced-ATSI,1,adjusted,SMAPE,19.354303143885538,5
416,TAS-Male-Sentenced-Non-ATSI,1,original,MASE,1.3742222170766873,5
417,TAS-Male-Sentenced-Non-ATSI,1,adjusted,MASE,1.5270810326086954,5
418,TAS-Male-Sentenced-Non-ATSI,1,original,SMAPE,6.584154715513691,5
419,TAS-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,7.358198583516199,5
420,VIC-Female-Remanded-ATSI,1,original,MASE,1.5713085088364551,5
421,VIC-Female-Remanded-ATSI,1,adjusted,MASE,3.144746505952381,5
422,VIC-Female-Remanded-ATSI,1,original,SMAPE,14.995329093394394,5
423,VIC-Female-Remanded-ATSI,1,adjusted,SMAPE,26.97409118913072,5
424,VIC-Female-Remanded-Non-ATSI,1,original,MASE,6.3322010869565215,5
425,VIC-Female-Remanded-Non-ATSI,1,adjusted,MASE,5.687272235054348,5
426,VIC-Female-Remanded-Non-ATSI,1,original,SMAPE,24.568526967852623,5
427,VIC-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,21.731445219819335,5
428,VIC-Female-Sentenced-ATSI,1,original,MASE,1.1539717720253504,5
429,VIC-Female-Sentenced-ATSI,1,adjusted,MASE,2.4965175625000002,5
430,VIC-Female-Sentenced-ATSI,1,original,SMAPE,10.43774824983697,5
431,VIC-Female-Sentenced-ATSI,1,adjusted,SMAPE,20.88984642710734,5
432,VIC-Female-Sentenced-Non-ATSI,1,original,MASE,4.52241163177553,5
433,VIC-Female-Sentenced-Non-ATSI,1,adjusted,MASE,4.782173115994235,5
434,VIC-Female-Sentenced-Non-ATSI,1,original,SMAPE,14.595251237937951,5
435,VIC-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,15.351452900442045,5
436,VIC-Male-Remanded-ATSI,1,original,MASE,6.9533711676067576,5
437,VIC-Male-Remanded-ATSI,1,adjusted,MASE,5.049571755681819,5
438,VIC-Male-Remanded-ATSI,1,original,SMAPE,28.052541267909064,5
439,VIC-Male-Remanded-ATSI,1,adjusted,SMAPE,19.692086140554103,5
440,VIC-Male-Remanded-Non-ATSI,1,original,MASE,5.298778195493799,5
441,VIC-Male-Remanded-Non-ATSI,1,adjusted,MASE,4.795773552631578,5
442,VIC-Male-Remanded-Non-ATSI,1,original,SMAPE,12.880071701535323,5
443,VIC-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,11.531498056911497,5
444,VIC-Male-Sentenced-ATSI,1,original,MASE,6.915801186943634,5
445,VIC-Male-Sentenced-ATSI,1,adjusted,MASE,9.567432262611277,5
446,VIC-Male-Sentenced-ATSI,1,original,SMAPE,16.943477939242896,5
447,VIC-Male-Sentenced-ATSI,1,adjusted,SMAPE,22.63499870626533,5
448,VIC-Male-Sentenced-Non-ATSI,1,original,MASE,5.839223111379913,5
449,VIC-Male-Sentenced-Non-ATSI,1,adjusted,MASE,6.1691183799639,5
450,VIC-Male-Sentenced-Non-ATSI,1,original,SMAPE,9.603466593001292,5
451,VIC-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,10.119215754045085,5
452,WA-Female-Remanded-ATSI,1,original,MASE,1.9417372881355932,5
453,WA-Female-Remanded-ATSI,1,adjusted,MASE,2.0664281377118647,5
454,WA-Female-Remanded-ATSI,1,original,SMAPE,12.899181541975075,5
455,WA-Female-Remanded-ATSI,1,adjusted,SMAPE,13.76009665291377,5
456,WA-Female-Remanded-Non-ATSI,1,original,MASE,5.7336647727272725,5
457,WA-Female-Remanded-Non-ATSI,1,adjusted,MASE,4.449085902698863,5
458,WA-Female-Remanded-Non-ATSI,1,original,SMAPE,32.68264076340424,5
459,WA-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,23.91243066467962,5
460,WA-Female-Sentenced-ATSI,1,original,MASE,1.1626527696400253,5
461,WA-Female-Sentenced-ATSI,1,adjusted,MASE,1.7170657707055215,5
462,WA-Female-Sentenced-ATSI,1,original,SMAPE,5.353711195454218,5
463,WA-Female-Sentenced-ATSI,1,adjusted,SMAPE,7.761499904501246,5
464,WA-Female-Sentenced-Non-ATSI,1,original,MASE,1.2320153016206625,5
465,WA-Female-Sentenced-Non-ATSI,1,adjusted,MASE,1.3905294374999997,5
466,WA-Female-Sentenced-Non-ATSI,1,original,SMAPE,3.994653412046027,5
467,WA-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,4.57393505785269,5
468,WA-Male-Remanded-ATSI,1,original,MASE,4.546305767594996,5
469,WA-Male-Remanded-ATSI,1,adjusted,MASE,4.337994441416893,5
470,WA-Male-Remanded-ATSI,1,original,SMAPE,15.934560668319769,5
471,WA-Male-Remanded-ATSI,1,adjusted,SMAPE,15.197927501662555,5
472,WA-Male-Remanded-Non-ATSI,1,original,MASE,8.054016620498615,5
473,WA-Male-Remanded-Non-ATSI,1,adjusted,MASE,7.573924508310248,5
474,WA-Male-Remanded-Non-ATSI,1,original,SMAPE,18.74063329564764,5
475,WA-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,17.480580409572756,5
476,WA-Male-Sentenced-ATSI,1,original,MASE,0.7173905745571579,5
477,WA-Male-Sentenced-ATSI,1,adjusted,MASE,1.4497610955056182,5
478,WA-Male-Sentenced-ATSI,1,original,SMAPE,1.7208781251705219,5
479,WA-Male-Sentenced-ATSI,1,adjusted,SMAPE,3.4377455592744655,5
480,WA-Male-Sentenced-Non-ATSI,1,original,MASE,2.856388317845503,5
481,WA-Male-Sentenced-Non-ATSI,1,adjusted,MASE,2.0361819426649577,5
482,WA-Male-Sentenced-Non-ATSI,1,original,SMAPE,4.623630907989371,5
483,WA-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,3.262353976007145,5
484,Aggregated,2,original,MASE,1.4467693051353452,1
485,Aggregated,2,adjusted,MASE,4.647216795586186,1
486,Aggregated,2,original,SMAPE,1.3265596840952534,1
487,Aggregated,2,adjusted,SMAPE,4.366236518036492,1
488,ACT,2,original,MASE,2.7843551797021084,2
489,ACT,2,adjusted,MASE,4.0316761205074,2
490,ACT,2,original,SMAPE,8.685945070324912,2
491,ACT,2,adjusted,SMAPE,12.894356524923028,2
492,NSW,2,original,MASE,11.508842843070353,2
493,NSW,2,adjusted,MASE,11.45322745813654,2
494,NSW,2,original,SMAPE,11.859395531538349,2
495,NSW,2,adjusted,SMAPE,11.796303472040575,2
496,NT,2,original,MASE,1.287758652537311,2
497,NT,2,adjusted,MASE,1.3728892961165058,2
498,NT,2,original,SMAPE,3.0905558682842447,2
499,NT,2,adjusted,SMAPE,3.296585318721717,2
500,QLD,2,original,MASE,2.80540210414922,2
501,QLD,2,adjusted,MASE,2.668266481241915,2
502,QLD,2,original,SMAPE,3.624717420757283,2
503,QLD,2,adjusted,SMAPE,3.502196715987421,2
504,SA,2,original,MASE,4.043218175881978,2
505,SA,2,adjusted,MASE,1.4442813490805333,2
506,SA,2,original,SMAPE,5.519823108576334,2
507,SA,2,adjusted,SMAPE,2.0573964886857867,2
508,TAS,2,original,MASE,4.060797115238011,2
509,TAS,2,adjusted,MASE,4.609859892857143,2
510,TAS,2,original,SMAPE,15.97289875662294,2
511,TAS,2,adjusted,SMAPE,18.334039966805065,2
512,VIC,2,original,MASE,7.215280197111867,2
513,VIC,2,adjusted,MASE,3.4258623048304457,2
514,VIC,2,original,SMAPE,11.026502599516188,2
515,VIC,2,adjusted,SMAPE,5.460888567924846,2
516,WA,2,original,MASE,2.514547095185798,2
517,WA,2,adjusted,MASE,3.6444578088407495,2
518,WA,2,original,SMAPE,3.695410581681636,2
519,WA,2,adjusted,SMAPE,5.443819713910089,2
520,ACT-Female,2,original,MASE,2.271015388017976,3
521,ACT-Female,2,adjusted,MASE,3.584204835280374,3
522,ACT-Female,2,original,SMAPE,29.63327159144792,3
523,ACT-Female,2,adjusted,SMAPE,52.51090846746849,3
524,ACT-Male,2,original,MASE,2.7890625,3
525,ACT-Male,2,adjusted,MASE,3.8363503125,3
526,ACT-Male,2,original,SMAPE,8.139605954639457,3
527,ACT-Male,2,adjusted,SMAPE,11.381657874629333,3
528,NSW-Female,2,original,MASE,11.448515156823353,3
529,NSW-Female,2,adjusted,MASE,11.134324411094225,3
530,NSW-Female,2,original,SMAPE,23.695451764209327,3
531,NSW-Female,2,adjusted,SMAPE,22.961747357442245,3
532,NSW-Male,2,original,MASE,11.253045689859858,3
533,NSW-Male,2,adjusted,MASE,10.989191708452722,3
534,NSW-Male,2,original,SMAPE,11.228924805960643,3
535,NSW-Male,2,adjusted,SMAPE,10.947381498136705,3
536,NT-Female,2,original,MASE,3.996099681962215,3
537,NT-Female,2,adjusted,MASE,4.14140628034682,3
538,NT-Female,2,original,SMAPE,13.234077214377443,3
539,NT-Female,2,adjusted,SMAPE,13.781816145843557,3
540,NT-Male,2,original,MASE,1.434609971874405,3
541,NT-Male,2,adjusted,MASE,1.3820702114855576,3
542,NT-Male,2,original,SMAPE,3.5269605014894734,3
543,NT-Male,2,adjusted,SMAPE,3.39820668346148,3
544,QLD-Female,2,original,MASE,2.16764275256222,3
545,QLD-Female,2,adjusted,MASE,2.9209797309663244,3
546,QLD-Female,2,original,SMAPE,5.433052209487076,3
547,QLD-Female,2,adjusted,SMAPE,7.258604986123071,3
548,QLD-Male,2,original,MASE,4.181377159605991,3
549,QLD-Male,2,adjusted,MASE,3.2896256397637793,3
550,QLD-Male,2,original,SMAPE,5.0203122221768846,3
551,QLD-Male,2,adjusted,SMAPE,4.069226549547004,3
552,SA-Female,2,original,MASE,3.4379021357688293,3
553,SA-Female,2,adjusted,MASE,4.288101722560976,3
554,SA-Female,2,original,SMAPE,8.321952316185987,3
555,SA-Female,2,adjusted,SMAPE,10.341866266626917,3
556,SA-Male,2,original,MASE,3.4604764954228147,3
557,SA-Male,2,adjusted,MASE,1.0947202039784216,3
558,SA-Male,2,original,SMAPE,4.730312153797193,3
559,SA-Male,2,adjusted,SMAPE,1.5654096799975525,3
560,TAS-Female,2,original,MASE,2.341139258168398,3
561,TAS-Female,2,adjusted,MASE,4.72042638997006,3
562,TAS-Female,2,original,SMAPE,24.43951955616456,3
563,TAS-Female,2,adjusted,SMAPE,58.922066582253606,3
564,TAS-Male,2,original,MASE,3.524156396770488,3
565,TAS-Male,2,adjusted,MASE,3.7774017527359773,3
566,TAS-Male,2,original,SMAPE,14.196820426529532,3
567,TAS-Male,2,adjusted,SMAPE,15.308132961477908,3
568,VIC-Female,2,original,MASE,3.9580731547674444,3
569,VIC-Female,2,adjusted,MASE,2.3616893181818184,3
570,VIC-Female,2,original,SMAPE,8.842563575768821,3
571,VIC-Female,2,adjusted,SMAPE,5.38896403470805,3
572,VIC-Male,2,original,MASE,6.0023725338309895,3
573,VIC-Male,2,adjusted,MASE,3.464749650118827,3
574,VIC-Male,2,original,SMAPE,9.209646859604769,3
575,VIC-Male,2,adjusted,SMAPE,5.4727854490193995,3
576,WA-Female,2,original,MASE,2.104323678273921,3
577,WA-Female,2,adjusted,MASE,2.1967887775423725,3
578,WA-Female,2,original,SMAPE,5.606970729273611,3
579,WA-Female,2,adjusted,SMAPE,5.853198835613462,3
580,WA-Male,2,original,MASE,2.920216321815703,3
581,WA-Male,2,adjusted,MASE,3.8524894426804814,3
582,WA-Male,2,original,SMAPE,4.187638495091604,3
583,WA-Male,2,adjusted,SMAPE,5.5882299924001,3
584,ACT-Female-Remanded,2,original,MASE,2.649683008051656,4
585,ACT-Female-Remanded,2,adjusted,MASE,4.2937982325,4
586,ACT-Female-Remanded,2,original,SMAPE,53.914415214046855,4
587,ACT-Female-Remanded,2,adjusted,SMAPE,109.56283945683968,4
588,ACT-Female-Sentenced,2,original,MASE,1.4626576833105627,4
589,ACT-Female-Sentenced,2,adjusted,MASE,1.5029678851744184,4
590,ACT-Female-Sentenced,2,original,SMAPE,26.29787770157435,4
591,ACT-Female-Sentenced,2,adjusted,SMAPE,27.117181390288586,4
592,ACT-Male-Remanded,2,original,MASE,4.093003412969283,4
593,ACT-Male-Remanded,2,adjusted,MASE,4.65653760665529,4
594,ACT-Male-Remanded,2,original,SMAPE,28.875703236904315,4
595,ACT-Male-Remanded,2,adjusted,SMAPE,33.66134235121364,4
596,ACT-Male-Sentenced,2,original,MASE,1.1458837772396973,4
597,ACT-Male-Sentenced,2,adjusted,MASE,1.5700348274818403,4
598,ACT-Male-Sentenced,2,original,SMAPE,4.993309760844422,4
599,ACT-Male-Sentenced,2,adjusted,SMAPE,6.753220859028655,4
600,NSW-Female-Remanded,2,original,MASE,13.678908355795148,4
601,NSW-Female-Remanded,2,adjusted,MASE,14.061779292452831,4
602,NSW-Female-Remanded,2,original,SMAPE,43.78228213948043,4
603,NSW-Female-Remanded,2,adjusted,SMAPE,45.32466727659719,4
604,NSW-Female-Sentenced,2,original,MASE,3.3823790317599993,4
605,NSW-Female-Sentenced,2,adjusted,MASE,3.802222782399299,4
606,NSW-Female-Sentenced,2,original,SMAPE,9.320211037536652,4
607,NSW-Female-Sentenced,2,adjusted,SMAPE,10.55192159043033,4
608,NSW-Male-Remanded,2,original,MASE,8.240404706725226,4
609,NSW-Male-Remanded,2,adjusted,MASE,9.918212285510009,4
610,NSW-Male-Remanded,2,original,SMAPE,20.314167999256412,4
611,NSW-Male-Remanded,2,adjusted,SMAPE,24.88278354356856,4
612,NSW-Male-Sentenced,2,original,MASE,4.265325194600537,4
613,NSW-Male-Sentenced,2,adjusted,MASE,5.137442731707317,4
614,NSW-Male-Sentenced,2,original,SMAPE,4.427037768643391,4
615,NSW-Male-Sentenced,2,adjusted,SMAPE,5.362643680223901,4
616,NT-Female-Remanded,2,original,MASE,1.6320305721785815,4
617,NT-Female-Remanded,2,adjusted,MASE,1.6048435109797299,4
618,NT-Female-Remanded,2,original,SMAPE,13.56064820106221,4
619,NT-Female-Remanded,2,adjusted,SMAPE,13.285503470330863,4
620,NT-Female-Sentenced,2,original,MASE,4.929875960000796,4
621,NT-Female-Sentenced,2,adjusted,MASE,5.147302172297297,4
622,NT-Female-Sentenced,2,original,SMAPE,15.927901711558906,4
623,NT-Female-Sentenced,2,adjusted,SMAPE,16.752759707969904,4
624,NT-Male-Remanded,2,original,MASE,1.7459532374094364,4
625,NT-Male-Remanded,2,adjusted,MASE,1.7346539478417269,4
626,NT-Male-Remanded,2,original,SMAPE,8.489884645341322,4
627,NT-Male-Remanded,2,adjusted,SMAPE,8.440014579251859,4
628,NT-Male-Sentenced,2,original,MASE,0.8429082491603558,4
629,NT-Male-Sentenced,2,adjusted,MASE,0.7283992739899001,4
630,NT-Male-Sentenced,2,original,SMAPE,2.378316169682424,4
631,NT-Male-Sentenced,2,adjusted,SMAPE,2.069262069277867,4
632,QLD-Female-Remanded,2,original,MASE,5.379610655737739,4
633,QLD-Female-Remanded,2,adjusted,MASE,5.507900671106558,4
634,QLD-Female-Remanded,2,original,SMAPE,17.292378756261005,4
635,QLD-Female-Remanded,2,adjusted,SMAPE,17.73813789292077,4
636,QLD-Female-Sentenced,2,original,MASE,4.0671990157869224,4
637,QLD-Female-Sentenced,2,adjusted,MASE,5.172616221636953,4
638,QLD-Female-Sentenced,2,original,SMAPE,12.608724553775977,4
639,QLD-Female-Sentenced,2,adjusted,SMAPE,15.747504220410821,4
640,QLD-Male-Remanded,2,original,MASE,5.662750504735145,4
641,QLD-Male-Remanded,2,adjusted,MASE,7.466206438577587,4
642,QLD-Male-Remanded,2,original,SMAPE,11.078343554472179,4
643,QLD-Male-Remanded,2,adjusted,SMAPE,15.0363768980808,4
644,QLD-Male-Sentenced,2,original,MASE,7.143123481110043,4
645,QLD-Male-Sentenced,2,adjusted,MASE,1.485384181985295,4
646,QLD-Male-Sentenced,2,original,SMAPE,9.34419882310283,4
647,QLD-Male-Sentenced,2,adjusted,SMAPE,2.047765389826362,4
648,SA-Female-Remanded,2,original,MASE,3.12,4
649,SA-Female-Remanded,2,adjusted,MASE,4.228386017142857,4
650,SA-Female-Remanded,2,original,SMAPE,16.685116054585276,4
651,SA-Female-Remanded,2,adjusted,SMAPE,23.568516044836898,4
652,SA-Female-Sentenced,2,original,MASE,4.890243902437939,4
653,SA-Female-Sentenced,2,adjusted,MASE,3.1227858841463414,4
654,SA-Female-Sentenced,2,original,SMAPE,15.665225594755828,4
655,SA-Female-Sentenced,2,adjusted,SMAPE,10.342433634601361,4
656,SA-Male-Remanded,2,original,MASE,4.97665973244003,4
657,SA-Male-Remanded,2,adjusted,MASE,4.850949134510869,4
658,SA-Male-Remanded,2,original,SMAPE,12.039510474321116,4
659,SA-Male-Remanded,2,adjusted,SMAPE,11.728570734713474,4
660,SA-Male-Sentenced,2,original,MASE,4.398167483836286,4
661,SA-Male-Sentenced,2,adjusted,MASE,3.642842454835282,4
662,SA-Male-Sentenced,2,original,SMAPE,6.097982178958904,4
663,SA-Male-Sentenced,2,adjusted,SMAPE,5.09065949311884,4
664,TAS-Female-Remanded,2,original,MASE,2.9023398242710203,4
665,TAS-Female-Remanded,2,adjusted,MASE,5.4408236150787035,4
666,TAS-Female-Remanded,2,original,SMAPE,67.3714080162657,4
667,TAS-Female-Remanded,2,adjusted,SMAPE,182.6547600652778,4
668,TAS-Female-Sentenced,2,original,MASE,1.8892416172403046,4
669,TAS-Female-Sentenced,2,adjusted,MASE,2.1438777463235295,4
670,TAS-Female-Sentenced,2,original,SMAPE,27.5331845739102,4
671,TAS-Female-Sentenced,2,adjusted,SMAPE,31.63987844396301,4
672,TAS-Male-Remanded,2,original,MASE,4.003962536023055,4
673,TAS-Male-Remanded,2,adjusted,MASE,4.341893096541787,4
674,TAS-Male-Remanded,2,original,SMAPE,31.540610503779128,4
675,TAS-Male-Remanded,2,adjusted,SMAPE,34.72161727214331,4
676,TAS-Male-Sentenced,2,original,MASE,2.175364625349258,4
677,TAS-Male-Sentenced,2,adjusted,MASE,1.9542738259345795,4
678,TAS-Male-Sentenced,2,original,SMAPE,10.204533362276784,4
679,TAS-Male-Sentenced,2,adjusted,SMAPE,9.097094091875018,4
680,VIC-Female-Remanded,2,original,MASE,5.939748245022429,4
681,VIC-Female-Remanded,2,adjusted,MASE,5.2499889,4
682,VIC-Female-Remanded,2,original,SMAPE,18.877051876671374,4
683,VIC-Female-Remanded,2,adjusted,SMAPE,16.349979424104117,4
684,VIC-Female-Sentenced,2,original,MASE,3.744676700905421,4
685,VIC-Female-Sentenced,2,adjusted,MASE,5.273227854584526,4
686,VIC-Female-Sentenced,2,original,SMAPE,11.332410279711414,4
687,VIC-Female-Sentenced,2,adjusted,SMAPE,15.517656196232632,4
688,VIC-Male-Remanded,2,original,MASE,5.864669421485989,4
689,VIC-Male-Remanded,2,adjusted,MASE,5.330230655991735,4
690,VIC-Male-Remanded,2,original,SMAPE,14.141987815727997,4
691,VIC-Male-Remanded,2,adjusted,SMAPE,12.708885086598515,4
692,VIC-Male-Sentenced,2,original,MASE,6.254298226270447,4
693,VIC-Male-Sentenced,2,adjusted,MASE,6.770507914847159,4
694,VIC-Male-Sentenced,2,original,SMAPE,10.208864088153716,4
695,VIC-Male-Sentenced,2,adjusted,SMAPE,11.00823522651362,4
696,WA-Female-Remanded,2,original,MASE,4.4349225917014286,4
697,WA-Female-Remanded,2,adjusted,MASE,3.954663884803922,4
698,WA-Female-Remanded,2,original,SMAPE,20.32890939189344,4
699,WA-Female-Remanded,2,adjusted,SMAPE,17.749105406420064,4
700,WA-Female-Sentenced,2,original,MASE,1.1336137999412397,4
701,WA-Female-Sentenced,2,adjusted,MASE,0.8999405874463523,4
702,WA-Female-Sentenced,2,original,SMAPE,3.5448317249866053,4
703,WA-Female-Sentenced,2,adjusted,SMAPE,2.8242249959466856,4
704,WA-Male-Remanded,2,original,MASE,5.691884680803637,4
705,WA-Male-Remanded,2,adjusted,MASE,6.867746624999999,4
706,WA-Male-Remanded,2,original,SMAPE,13.839741659829993,4
707,WA-Male-Remanded,2,adjusted,SMAPE,17.127584326169593,4
708,WA-Male-Sentenced,2,original,MASE,1.6417475267442558,4
709,WA-Male-Sentenced,2,adjusted,MASE,1.0872971250000005,4
710,WA-Male-Sentenced,2,original,SMAPE,2.794402887571421,4
711,WA-Male-Sentenced,2,adjusted,SMAPE,1.8331047622571353,4
712,ACT-Female-Remanded-ATSI,2,original,MASE,3.2658298124276715,5
713,ACT-Female-Remanded-ATSI,2,adjusted,MASE,5.7958232903999996,5
714,ACT-Female-Remanded-ATSI,2,original,SMAPE,83.31761903256272,5
715,ACT-Female-Remanded-ATSI,2,adjusted,SMAPE,200.0,5
716,ACT-Female-Remanded-Non-ATSI,2,original,MASE,1.6552970966954859,5
717,ACT-Female-Remanded-Non-ATSI,2,adjusted,MASE,2.485209232638889,5
718,ACT-Female-Remanded-Non-ATSI,2,original,SMAPE,39.17284743927143,5
719,ACT-Female-Remanded-Non-ATSI,2,adjusted,SMAPE,66.55993167161347,5
720,ACT-Female-Sentenced-ATSI,2,original,MASE,2.73,5
721,ACT-Female-Sentenced-ATSI,2,adjusted,MASE,2.7995325149999997,5
722,ACT-Female-Sentenced-ATSI,2,original,SMAPE,60.0,5
723,ACT-Female-Sentenced-ATSI,2,adjusted,SMAPE,59.736774441778216,5
724,ACT-Female-Sentenced-Non-ATSI,2,original,MASE,1.1914524689944612,5
725,ACT-Female-Sentenced-Non-ATSI,2,adjusted,MASE,1.865368191304348,5
726,ACT-Female-Sentenced-Non-ATSI,2,original,SMAPE,22.205494009410582,5
727,ACT-Female-Sentenced-Non-ATSI,2,adjusted,SMAPE,37.46167892283096,5
728,ACT-Male-Remanded-ATSI,2,original,MASE,4.654030011960181,5
729,ACT-Male-Remanded-ATSI,2,adjusted,MASE,4.756799614346591,5
730,ACT-Male-Remanded-ATSI,2,original,SMAPE,49.91652234591213,5
731,ACT-Male-Remanded-ATSI,2,adjusted,SMAPE,51.321831724681466,5
732,ACT-Male-Remanded-Non-ATSI,2,original,MASE,3.12,5
733,ACT-Male-Remanded-Non-ATSI,2,adjusted,MASE,3.4391533977272735,5
734,ACT-Male-Remanded-Non-ATSI,2,original,SMAPE,25.619394069382235,5
735,ACT-Male-Remanded-Non-ATSI,2,adjusted,SMAPE,28.75968218614307,5
736,ACT-Male-Sentenced-ATSI,2,original,MASE,2.335084033615936,5
737,ACT-Male-Sentenced-ATSI,2,adjusted,MASE,1.7338744947478995,5
738,ACT-Male-Sentenced-ATSI,2,original,SMAPE,13.381505245019568,5
739,ACT-Male-Sentenced-ATSI,2,adjusted,SMAPE,9.970940238465168,5
740,ACT-Male-Sentenced-Non-ATSI,2,original,MASE,1.3283005617977528,5
741,ACT-Male-Sentenced-Non-ATSI,2,adjusted,MASE,1.3312177563202248,5
742,ACT-Male-Sentenced-Non-ATSI,2,original,SMAPE,6.239041631459551,5
743,ACT-Male-Sentenced-Non-ATSI,2,adjusted,SMAPE,6.252249375137264,5
744,NSW-Female-Remanded-ATSI,2,original,MASE,6.392116182572614,5
745,NSW-Female-Remanded-ATSI,2,adjusted,MASE,6.44718515352697,5
746,NSW-Female-Remanded-ATSI,2,original,SMAPE,42.19590324075916,5
747,NSW-Female-Remanded-ATSI,2,adjusted,SMAPE,42.642391602159144,5
748,NSW-Female-Remanded-Non-ATSI,2,original,MASE,12.404693595424698,5
749,NSW-Female-Remanded-Non-ATSI,2,adjusted,MASE,12.459689158163265,5
750,NSW-Female-Remanded-Non-ATSI,2,original,SMAPE,46.21687210454814,5
751,NSW-Female-Remanded-Non-ATSI,2,adjusted,SMAPE,46.47715076098387,5
752,NSW-Female-Sentenced-ATSI,2,original,MASE,3.5214729172065526,5
753,NSW-Female-Sentenced-ATSI,2,adjusted,MASE,3.145197409682081,5
754,NSW-Female-Sentenced-ATSI,2,original,SMAPE,17.9113800643155,5
755,NSW-Female-Sentenced-ATSI,2,adjusted,SMAPE,15.793500438817329,5
756,NSW-Female-Sentenced-Non-ATSI,2,original,MASE,2.383376411330594,5
757,NSW-Female-Sentenced-Non-ATSI,2,adjusted,MASE,2.380536629609544,5
758,NSW-Female-Sentenced-Non-ATSI,2,original,SMAPE,7.98128663977397,5
759,NSW-Female-Sentenced-Non-ATSI,2,adjusted,SMAPE,7.971119183777307,5
760,NSW-Male-Remanded-ATSI,2,original,MASE,4.594497177721587,5
761,NSW-Male-Remanded-ATSI,2,adjusted,MASE,4.136768728501229,5
762,NSW-Male-Remanded-ATSI,2,original,SMAPE,20.142158612763676,5
763,NSW-Male-Remanded-ATSI,2,adjusted,SMAPE,17.94290106954309,5
764,NSW-Male-Remanded-Non-ATSI,2,original,MASE,12.096973565747602,5
765,NSW-Male-Remanded-Non-ATSI,2,adjusted,MASE,11.81644996612466,5
766,NSW-Male-Remanded-Non-ATSI,2,original,SMAPE,27.64622439017348,5
767,NSW-Male-Remanded-Non-ATSI,2,adjusted,SMAPE,26.909275375760444,5
768,NSW-Male-Sentenced-ATSI,2,original,MASE,5.5367892082190675,5
769,NSW-Male-Sentenced-ATSI,2,adjusted,MASE,4.2415124074074075,5
770,NSW-Male-Sentenced-ATSI,2,original,SMAPE,9.62470594872913,5
771,NSW-Male-Sentenced-ATSI,2,adjusted,SMAPE,7.273532038847291,5
772,NSW-Male-Sentenced-Non-ATSI,2,original,MASE,4.986873550234342,5
773,NSW-Male-Sentenced-Non-ATSI,2,adjusted,MASE,4.431390627601999,5
774,NSW-Male-Sentenced-Non-ATSI,2,original,SMAPE,5.371788383974886,5
775,NSW-Male-Sentenced-Non-ATSI,2,adjusted,SMAPE,4.75668573497896,5
