"Level","Description","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68"
1,"Aggregated",7559.37075497625,7619.86467763497,7598.22329917491,7708.68973516095,7753.62720231304,7826.6959329034,7833.77435158342,7978.76476730199,8012.66858404403,8134.82242714599,8141.12942401023,8283.19084126649,8310.13955045589,8337.66089847306,8277.34787914815,8385.32645127965,8329.55958831294,8380.89272619321,8311.01169031015,8372.72495180295,8467.54759952591,8503.48625290719,8461.55436872289,8574.37010894702,8566.37034543658,8644.25302606701,8586.5468120199,8721.33448006479,8771.95972847065,8842.6451399471,8841.39396199139,9026.09129290563,8930.44612460069,9008.68953644069,8982.62488944822,9091.27422606621,9068.66003895229,9178.05051439591,9115.04636876939,9266.87199230368,9296.40030817169,9455.15426822926,9362.38780595445,9447.82083940483,9439.82275729467,9521.92678268422,9510.52823578877,9583.74053986128,9659.5956431431,9826.61848160176,9827.05303291848,9986.46041423011,9958.39523963329,10048.1283944922,10057.765823366,10221.6069501985,10213.7491207844,10360.3209293647,10386.6559150265,10523.9501266246,10545.3403596745,10705.3897466646,10669.0109735291,10826.688803821,10772.4779163164,10863.6453506637,10769.2455554182,10829.7458695029
2,"Clerical and Administrative Workers",1026.39951592778,1021.49467276596,1031.47673363147,1026.11813170456,1041.32069261481,1056.40055782484,1069.38197128505,1069.03235328788,1070.66902040039,1084.60946974796,1082.95254694786,1102.42900193667,1094.48027340566,1108.87414185827,1109.89280306893,1106.75452295512,1110.29564120702,1112.7875492385,1107.77065260749,1097.80230742849,1115.52910368036,1132.027735216,1120.36132780152,1121.68258043817,1105.68281000909,1109.00089379154,1126.79576759427,1136.55480526275,1156.37466225828,1171.15903124073,1199.91035515784,1213.62426103271,1214.4072014608,1228.2166637542,1213.38705440842,1211.09894642988,1200.22600525395,1216.27101987217,1195.17694959162,1189.95844565365,1214.21402823803,1231.25766242528,1235.61074030305,1233.42597253817,1227.59740493427,1205.07187814455,1215.63184995289,1201.55661600757,1216.91028699397,1233.89764156035,1245.23461881215,1255.14270301472,1241.63227647854,1255.70897933108,1266.45099212279,1270.05651823122,1271.08404132265,1284.81102959244,1300.74342034874,1295.61608430001,1298.21965870204,1316.51915628699,1306.48484139724,1302.88694679107,1296.70761910105,1317.38445186583,1322.03706257729,1292.42786460138
2,"Community and Personal Service Workers",485.43892617839,507.59968936657,500.098136341207,509.239528496156,506.953921419676,529.390050220513,530.0191477243,548.08497029915,544.703005256559,567.882908343827,567.191482520099,595.95891576013,590.604896676534,596.925592470371,586.029821156979,615.353664784697,619.269474237497,650.153966356749,648.681251409247,657.251556157962,657.486169626916,676.083989652375,668.021385091062,685.18316945109,676.850457975068,702.271088606601,697.319659898636,705.345761840986,691.001470444174,707.66147403413,706.022274487511,728.236186026218,717.136062547506,740.367988300065,734.800615280917,757.695385999553,749.089051874666,769.287272613762,760.393691244898,778.277803364777,777.873881170983,802.022884021456,792.476666994793,806.533457595468,795.006818995287,819.302953497567,814.684170078887,832.289110351334,822.546327852818,840.397234895271,832.775071574638,860.989340269405,859.626032548364,863.187926500823,862.568226276975,878.048646149083,872.360690659627,907.225145564954,913.846069200405,921.352127170044,901.783262051869,921.126388322853,926.699376386013,940.614328486842,942.777017628064,972.914251034871,982.916725403867,1005.31869411403
2,"Labourers",981.306231647875,977.410745818968,984.649069836241,982.067292571395,994.356435741461,1009.07500233343,1022.4030283952,1006.78701527491,1029.50098950293,1065.33889684033,1062.6087757473,1057.36205253246,1088.43608041097,1073.83780833142,1076.06657068846,1051.83498547989,1050.47695585079,1038.92573123321,1035.9045260915,1039.08148793026,1045.56972639934,1030.71093736358,1039.42017286693,1046.78725764617,1054.62057614326,1052.76172158911,1048.17396874252,1052.50067605474,1059.97043146246,1069.56930753784,1064.0049124272,1068.7101268856,1063.21245118508,1061.98572275764,1055.24704384036,1035.84871838664,1035.57162504603,1051.92066105266,1056.98686181342,1076.22323394579,1082.03376091481,1083.19539262089,1082.65672752743,1076.46518155467,1092.41989262253,1081.23618655802,1088.25230919397,1096.0626372026,1101.28161186806,1112.11300978417,1109.56268657699,1089.7573329317,1102.00636231046,1097.49384129481,1100.44984822403,1128.95129683232,1131.46341921113,1149.8593621161,1142.58005034699,1141.3201320403,1143.02321327624,1153.70486787649,1163.66914327202,1150.08460149755,1158.31966323928,1154.33272645957,1150.88244667264,1147.93583991898
2,"Machinery Operators and Drivers",554.382303391471,554.357254442891,556.794427795798,549.934694162512,575.318696339108,578.98916412809,577.703631281696,587.021305761223,585.726281243074,590.076425256074,597.89309137185,610.381729393049,612.447975721153,593.632157103523,588.421800215136,624.757161422487,637.832249734407,629.263436340098,616.384203003174,608.77051997155,621.854329573891,612.066049080231,609.213055434242,618.23984875055,645.169042405231,629.438277378572,624.698676286526,611.904224335507,619.659151462523,617.086646462619,631.491179388091,616.044624891515,608.869911490416,605.941797265614,619.634436583668,626.462152064548,617.835959955002,624.934486644571,622.725694562103,620.401474118176,630.793588264544,634.642827918631,632.950571469482,627.516913829227,615.350690306205,624.346847948196,641.481481044298,637.823613009442,646.913930713791,637.448062444065,646.086630903141,637.100627862412,637.078452233108,638.272667579278,651.144024416481,659.552609695875,685.820185275403,701.851311891773,707.085298821781,712.739128037565,728.408219270746,702.924816862621,719.267320158326,722.232632513203,733.806943482889,714.198015927505,694.35945990734,690.587987699517
2,"Managers",975.015924236552,968.890320498954,975.546397939425,985.345021318664,1002.92904426765,986.097092069063,988.524134296441,1003.51240334908,1011.87257465138,977.658060141882,991.606111780785,977.638314707534,998.564503549253,1017.3251317322,1008.87075372361,990.755239839381,979.60914158509,981.223709078009,984.694137869807,973.187100158628,983.55793719022,965.369255176961,982.329779717399,986.380726702321,995.198551964579,999.59576178314,999.459872817127,1021.59423003878,1041.93538727724,1049.65044131225,1028.09644774828,1033.15395272874,1056.72808155073,1055.24413364999,1087.71459118808,1103.78376465873,1158.52630099254,1161.79952348539,1146.70078854338,1110.55827262965,1109.02037620448,1123.02813743526,1138.97837568676,1131.41973483594,1153.47112929434,1161.37813120533,1156.46991142968,1190.37660950375,1226.58529364229,1264.01501047609,1248.68312519515,1253.31403185166,1254.57963207083,1293.74044839215,1271.51831531317,1278.62004047416,1310.85184788442,1318.11415201184,1322.24881758316,1349.86952303654,1371.51599523675,1361.75413840217,1377.17483252803,1400.81083087183,1367.00028494875,1379.17139270361,1402.96900687169,1408.46419929741
2,"Professionals",1259.92489908906,1275.10378060442,1286.74499404043,1309.82550513417,1320.15856230613,1323.82162509085,1334.11459917183,1350.22512883482,1361.40813518719,1366.251229921,1396.2065807037,1418.43526568273,1446.87297614304,1453.32175007902,1464.12649769591,1465.35703208011,1484.41341259033,1479.80270707913,1491.77075072949,1511.43931452685,1530.69421521925,1537.85263303284,1556.90056318363,1568.47094317089,1591.73135111843,1609.41343981344,1616.14538363915,1617.44581655777,1634.93136427881,1644.57166952421,1675.5943658645,1699.15659522689,1711.19545839839,1726.16951659966,1749.31898913962,1763.97680006206,1765.2151414558,1769.23650130112,1792.83777851123,1819.09584006235,1828.52997271651,1843.04577893703,1846.90493172593,1853.36573099856,1870.95918979984,1886.76201458826,1915.79555301263,1916.76406905192,1919.60716271352,1912.77603536761,1946.70793932826,1977.10623865623,1992.95929620594,2021.84857983594,2057.85430086988,2063.55394622605,2071.29973811123,2076.31793731279,2108.67923436887,2132.07957694558,2159.95597885741,2199.60165436885,2221.34039709556,2247.45554307564,2261.97915575255,2266.70095254405,2265.94239970601,2292.03724816963
2,"Sales Workers",1024.11801625031,1054.22716563783,1037.39434907121,1039.66687733196,1035.06335451821,1055.9610291722,1082.79767194591,1099.41927028942,1104.51461772724,1140.07773475197,1129.28292582358,1137.30533335933,1140.0213047975,1167.91629931383,1169.78182037913,1188.8686984763,1129.67883597694,1148.1496337799,1126.72407364014,1141.58198397855,1186.99858538544,1198.15634741532,1177.11862054963,1190.36436524268,1186.49884703786,1207.75836914761,1182.71116436364,1203.6622722023,1183.44485957324,1191.51465568772,1167.03680728915,1228.65705786702,1218.71114081815,1231.62474407152,1199.41912190711,1203.02809541036,1208.75064742794,1198.401383408,1215.18612379881,1265.80364435766,1291.67866155938,1299.62068449994,1275.91344826499,1287.76457524131,1265.24722409801,1279.70336537794,1246.74025207768,1258.69557418085,1283.63249937934,1324.34025869726,1317.33550089525,1353.5891506358,1363.85296919338,1334.45575595513,1314.8197153458,1351.25148799019,1309.05078057901,1315.67229341703,1296.74901292172,1327.12869076619,1328.72356994319,1338.30159512863,1342.7669334491,1362.39780598995,1369.33220917525,1364.85801642845,1353.87828761377,1378.70665857461
2,"Technicians and Trades Workers",1257.60353424007,1250.60431572704,1257.67299225235,1275.94802176109,1288.10726580874,1276.96611728927,1251.25832217867,1287.42354220721,1317.6645522816,1323.68793877198,1316.81998938181,1329.29024023667,1320.39818602898,1337.63300570471,1318.78023624813,1332.12228754153,1323.49020585574,1345.85057024942,1332.13131362425,1316.82663059317,1326.96203600876,1356.23076377215,1327.58697367582,1320.22756052339,1316.79956512585,1306.58109577154,1328.50205275698,1358.78001237578,1397.37326221177,1370.65266635523,1370.58486035157,1382.36560384747,1364.51357800292,1333.45013364175,1335.59477425024,1354.171166108,1364.74104695897,1365.43039076804,1350.86277299584,1356.08097846743,1374.40048777546,1406.47844974803,1395.73688205559,1417.39615854213,1429.04058617943,1447.26484437294,1428.44106771918,1419.55343716216,1467.9222358682,1496.7454712501,1485.46247030436,1499.00824066799,1514.28410676911,1506.57135710143,1524.28995680544,1548.16727761102,1574.46094056944,1563.9886437889,1581.45058643076,1598.45145644555,1620.1294194497,1652.54599069114,1602.89699446011,1653.41509228386,1655.85122727966,1670.96344956162,1619.71928832255,1560.95347175047
3,"Clerical and Administrative Workers-Full time",746.264679725138,707.451352335768,712.396288433586,704.363025852113,722.998710407307,714.032487664435,744.354006462743,738.1945584167,740.240426897606,717.131726467634,723.935825103991,754.913234585353,748.746235465929,739.506836960976,743.901258993705,741.196876110131,751.724671535501,729.302649132891,722.83315274536,717.369504974439,759.737400125008,735.159332452425,718.337688878309,722.226865332698,725.373026556099,719.028963399368,732.31889464767,741.383021512202,759.039089009206,747.286477655676,783.350392530121,793.238489756913,817.404809659939,800.349866758433,775.034077556583,755.271797271374,763.088724323705,757.535657376157,727.295008245583,744.305773517748,765.238589621259,755.32903280984,754.942195106892,771.888134749331,780.59707324654,749.387029179785,764.228714884628,756.89384350255,783.002462519485,780.587978475285,783.638044194994,774.577053682026,770.07087736659,763.436604491252,772.456462288775,803.727143485316,828.279857263903,816.845057158892,817.560781514229,808.121150566126,820.903687026629,835.674607287415,829.45999707978,826.256863734016,823.050351495714,822.937454077365,818.593203312552,791.251610052138
